id,title,artist,rights,genre,Department,tags,notes
57180,田崎草雲筆　養老の滝|Yōrō Waterfall,Tazaki Sōun,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; Japan; Meiji period (1868–1912); Hanging scroll; ink and color on silk; 38 3/8 x 13 in. (97.5 x 33 cm); dated 1887; Asian Art; 田崎草雲筆　養老の滝|Yōrō Waterfall is a Meiji period (1868–1912) Hanging scroll by the Japan artist Tazaki Sōun. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on silk. Measuring 38 3/8 x 13 in. (97.5 x 33 cm), the work is classified as Paintings and was created in dated 1887."
74847,Unknown,Unknown,CC0-1.0,Paintings,Asian Art,,"Folio; India (Bengal) or Bangladesh; Pala period; Ink and color on palm leaf; H. 2 3/16 in. (5.6 cm); L. 22 3/16 in. (56.4 cm); ca. 1090; Asian Art; Unknown is a Pala period Folio by the India (Bengal) or Bangladesh artist.This piece, part of the Asian Art collection, is crafted using Ink and color on palm leaf. Measuring H. 2 3/16 in. (5.6 cm); L. 22 3/16 in. (56.4 cm)


, the work is classified as Paintings and was created in ca. 1090."
48985,"月に兎・牡丹・立葵図|Rabbits under the Moon, Peonies, and Hollyhocks",Ogata Kōrin,CC0-1.0,Paintings,Asian Art,,"Painting; Japan; Edo period (1615–1868); Set of three matted paintings; ink and color on paper; 39 7/16 x 14 3/16 in. (100.2 x 36 cm); 19th century; Asian Art; 月に兎・牡丹・立葵図|Rabbits under the Moon, Peonies, and Hollyhocks is a Edo period (1615–1868) Painting by the Japan artist Ogata Kōrin. This piece, part of the Asian Art collection, is crafted using Set of three matted paintings; ink and color on paper. Measuring 39 7/16 x 14 3/16 in. (100.2 x 36 cm), the work is classified as Paintings and was created in 19th century."
36051,Unknown,Ma Shida,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; China; Ming dynasty (1368–1644); Hanging scroll; ink on paper; Overall: 43 3/8 x 18 3/8 in. (110.2 x 46.7 cm)
Overall with mounting: 24 1/2 in. (62.2 cm); Unknown; Asian Art; Unknown is a Ming dynasty (1368–1644) Hanging scroll by the China artist Ma Shida. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink on paper. Measuring Overall: 43 3/8 x 18 3/8 in. (110.2 x 46.7 cm)
Overall with mounting: 24 1/2 in. (62.2 cm), the work is classified as Paintings ."
37812,Unknown,Unknown,CC0-1.0,Paintings,Asian Art,,"Folio; India (Delhi Agra area); Unknown; Ink and opaque watercolor on paper; 6 7/16 x 9 1/8 in. (16.4 x 23.2 cm); ca. 1520–40; Asian Art; Unknown is a Unknown Folio by the India (Delhi Agra area) artist.This piece, part of the Asian Art collection, is crafted using Ink and opaque watercolor on paper. Measuring 6 7/16 x 9 1/8 in. (16.4 x 23.2 cm), the work is classified as Paintings and was created in ca. 1520–40."
37801,Unknown,Unknown,CC0-1.0,Paintings,Asian Art,,"Painting; Eastern Tibet, Kham, Riwoche monastery; Unknown; Distemper on cloth; 27 x 21 1/2 in. (68.6 x 54.6 cm); ca. 1350; Asian Art; Unknown is a Unknown Painting by the Eastern Tibet, Kham, Riwoche monastery artist.This piece, part of the Asian Art collection, is crafted using Distemper on cloth. Measuring 27 x 21 1/2 in. (68.6 x 54.6 cm), the work is classified as Paintings and was created in ca. 1350."
816206,唐美人図  (Tō bijin zu)|Chinese Beauty,Yokoi Kinkoku  横井金谷,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; Japan; Edo period (1615–1868); Hanging scroll; ink and color on silk; Image: 44 1/16 × 14 1/16 in. (111.9 × 35.7 cm)
Overall with mounting: 76 3/16 × 18 11/16 in. (193.5 × 47.5 cm)
Overall with knobs: 76 3/16 × 20 7/8 in. (193.5 × 53 cm); 8th month, 1797; Asian Art; 唐美人図  (Tō bijin zu)|Chinese Beauty is a Edo period (1615–1868) Hanging scroll by the Japan artist Yokoi Kinkoku  横井金谷. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on silk. Measuring Image: 44 1/16 × 14 1/16 in. (111.9 × 35.7 cm)
Overall with mounting: 76 3/16 × 18 11/16 in. (193.5 × 47.5 cm)
Overall with knobs: 76 3/16 × 20 7/8 in. (193.5 × 53 cm), the work is classified as Paintings and was created in 8th month, 1797."
54567,竹に翡翠図|Kingfisher and Bamboo,Sesshū Tōyō 雪舟等楊,CC0-1.0,Paintings,Asian Art,,"Painting; Japan; Edo (1615–1868)–Meiji (1868–1912) period; Hanging scroll; ink on paper; Image: 10 1/2 × 15 3/4 in. (26.7 × 40 cm)
Overall with mounting: 45 × 20 5/8 in. (114.3 × 52.4 cm)
Overall with knobs: 45 in. × 22 3/8 in. × 1 in (diam. of knobs) . (114.3 × 56.8 × 2.5 cm); 19th century; Asian Art; 竹に翡翠図|Kingfisher and Bamboo is a Edo (1615–1868)–Meiji (1868–1912) period Painting by the Japan artist Sesshū Tōyō 雪舟等楊. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink on paper. Measuring Image: 10 1/2 × 15 3/4 in. (26.7 × 40 cm)
Overall with mounting: 45 × 20 5/8 in. (114.3 × 52.4 cm)
Overall with knobs: 45 in. × 22 3/8 in. × 1 in (diam. of knobs) . (114.3 × 56.8 × 2.5 cm), the work is classified as Paintings and was created in 19th century."
51535,Unknown,Unidentified artist|Qiu Ying,CC0-1.0,Paintings,Asian Art,,"Handscroll; China; Ming (1368–1644) or Qing dynasty (1644–1911); Handscroll; ink and color on silk; H. 12 3/8 in. (31.4 cm); ca. 1530; Asian Art; Unknown is a Ming (1368–1644) or Qing dynasty (1644–1911) Handscroll by the China artist Unidentified artist|Qiu Ying. This piece, part of the Asian Art collection, is crafted using Handscroll; ink and color on silk. Measuring H. 12 3/8 in. (31.4 cm), the work is classified as Paintings and was created in ca. 1530."
40311,元/明 倣錢選 鮮于樞 歸去來辭 卷|Ode on Returning Home,Qian Xuan,CC0-1.0,Paintings,Asian Art,,"Handscroll; China; Unknown; Handscroll; ink, color, and gold on paper; Image: 42 x 10 1/4 in. (106.7 x 26 cm)
Overall with mounting: 12 1/4 in. x 13 ft. 6 in. (31.1 x 411.5 cm); 14th–15th century; Asian Art; 元/明 倣錢選 鮮于樞 歸去來辭 卷|Ode on Returning Home is a Unknown Handscroll by the China artist Qian Xuan. This piece, part of the Asian Art collection, is crafted using Handscroll; ink, color, and gold on paper. Measuring Image: 42 x 10 1/4 in. (106.7 x 26 cm)
Overall with mounting: 12 1/4 in. x 13 ft. 6 in. (31.1 x 411.5 cm), the work is classified as Paintings and was created in 14th–15th century."
40276,南宋  佚名  騎驢圖  軸|Chan master riding a mule,Unidentified artist,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; China; Southern Song dynasty (1127–1279); Hanging scroll; ink on paper; Image: 25 1/4 in. × 13 in. (64.1 × 33 cm)
Overall with mounting: 58 1/4 × 13 1/2 in. (148 × 34.3 cm)
Overall with knobs: 58 1/4 × 15 1/4 in. (148 × 38.7 cm); before 1249; Asian Art; 南宋  佚名  騎驢圖  軸|Chan master riding a mule is a Southern Song dynasty (1127–1279) Hanging scroll by the China artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink on paper. Measuring Image: 25 1/4 in. × 13 in. (64.1 × 33 cm)
Overall with mounting: 58 1/4 × 13 1/2 in. (148 × 34.3 cm)
Overall with knobs: 58 1/4 × 15 1/4 in. (148 × 38.7 cm), the work is classified as Paintings and was created in before 1249."
75012,Unknown,Unknown,CC0-1.0,Paintings,Asian Art,,"Folio; India (Gujarat); Unknown; Ink, opaque watercolor, and gold on paper; 4 3/8 x 10 5/8 in. (11.1 x 27 cm); 15th century; Asian Art; Unknown is a Unknown Folio by the India (Gujarat) artist.This piece, part of the Asian Art collection, is crafted using Ink, opaque watercolor, and gold on paper. Measuring 4 3/8 x 10 5/8 in. (11.1 x 27 cm), the work is classified as Paintings and was created in 15th century."
76950,Unknown,Unknown,CC0-1.0,Paintings,Asian Art,,"Drawing; Japan; Edo period (1615–1868); On paper; Image: 16 3/4 × 68 3/4 in. (42.5 × 174.6 cm); early 19th century; Asian Art; Unknown is a Edo period (1615–1868) Drawing by the Japan artist.This piece, part of the Asian Art collection, is crafted using On paper. Measuring Image: 16 3/4 × 68 3/4 in. (42.5 × 174.6 cm), the work is classified as Paintings and was created in early 19th century."
48942,明  劉世儒  雪梅圖    軸|Plum in snow,Liu Shiru,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; China; Ming dynasty (1368–1644); Hanging scroll; ink on silk; Image: 68 3/4 x 24 3/8 in. (174.6 x 61.9 cm)
Overall with mounting: 106 1/4 x 30 7/8 in. (269.9 x 78.4 cm)
Overall with knobs: 106 1/4 x 33 9/16 in. (269.9 x 85.2 cm); Unknown; Asian Art; 明  劉世儒  雪梅圖    軸|Plum in snow is a Ming dynasty (1368–1644) Hanging scroll by the China artist Liu Shiru. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink on silk. Measuring Image: 68 3/4 x 24 3/8 in. (174.6 x 61.9 cm)
Overall with mounting: 106 1/4 x 30 7/8 in. (269.9 x 78.4 cm)
Overall with knobs: 106 1/4 x 33 9/16 in. (269.9 x 85.2 cm), the work is classified as Paintings ."
49463,清  任頤  童子水牛  扇面|Herdboy and Buffalo,Ren Yi (Ren Bonian),CC0-1.0,Paintings,Asian Art,,"Folding fan mounted as an album leaf; China; Qing dynasty (1644–1911); Folding fan mounted as an album leaf; ink and color on alum paper; 7 1/2 x 21 3/8 in. (19.1 x 54.3 cm); dated 1890; Asian Art; 清  任頤  童子水牛  扇面|Herdboy and Buffalo is a Qing dynasty (1644–1911) Folding fan mounted as an album leaf by the China artist Ren Yi (Ren Bonian). This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink and color on alum paper. Measuring 7 1/2 x 21 3/8 in. (19.1 x 54.3 cm), the work is classified as Paintings and was created in dated 1890."
74985,Unknown,Unknown,CC0-1.0,Paintings,Asian Art,,"Folio; India (Gujarat); Unknown; Ink, opaque watercolor, and gold on paper; Overall: 4 3/8 x 10 5/8 in. (11.1 x 27 cm); 15th century; Asian Art; Unknown is a Unknown Folio by the India (Gujarat) artist.This piece, part of the Asian Art collection, is crafted using Ink, opaque watercolor, and gold on paper. Measuring Overall: 4 3/8 x 10 5/8 in. (11.1 x 27 cm), the work is classified as Paintings and was created in 15th century."
670954,Unknown,Kakondō,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; Japan; Edo period (1615–1868); Hanging scroll; ink, color and gold on paper; Image: 31 1/8 × 15 13/16 in. (79 × 40.2 cm)
Overall with mounting: 51 3/16 × 19 5/16 in. (130 × 49 cm)
Overall with knobs: 51 3/16 × 21 1/4 in. (130 × 54 cm); early 18th century; Asian Art; Unknown is a Edo period (1615–1868) Hanging scroll by the Japan artist Kakondō. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink, color and gold on paper. Measuring Image: 31 1/8 × 15 13/16 in. (79 × 40.2 cm)
Overall with mounting: 51 3/16 × 19 5/16 in. (130 × 49 cm)
Overall with knobs: 51 3/16 × 21 1/4 in. (130 × 54 cm), the work is classified as Paintings and was created in early 18th century."
77198,Unknown,Soga Nichokuan,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; Japan; Edo period (1615–1868); Hanging scroll; ink on paper; Image: 45 3/16 x 20 3/16 in. (114.8 x 51.2 cm)
Overall with mounting: 81 5/16 x 21 1/8 in. (206.5 x 53.7 cm)
Overall with knobs: 22 13/16 in. (58 cm); early 17th century; Asian Art; Unknown is a Edo period (1615–1868) Hanging scroll by the Japan artist Soga Nichokuan. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink on paper. Measuring Image: 45 3/16 x 20 3/16 in. (114.8 x 51.2 cm)
Overall with mounting: 81 5/16 x 21 1/8 in. (206.5 x 53.7 cm)
Overall with knobs: 22 13/16 in. (58 cm), the work is classified as Paintings and was created in early 17th century."
57339,Unknown,Matsuo Bashō,CC0-1.0,Paintings,Asian Art,,"Painting; Japan; Edo period (1615–1868); Ink wash and color on paper; 43 x 11 1/2 in. (109.2 x 29.2 cm); 17th century; Asian Art; Unknown is a Edo period (1615–1868) Painting by the Japan artist Matsuo Bashō. This piece, part of the Asian Art collection, is crafted using Ink wash and color on paper. Measuring 43 x 11 1/2 in. (109.2 x 29.2 cm), the work is classified as Paintings and was created in 17th century."
45743,Unknown,Tosa School,CC0-1.0,Paintings,Asian Art,,"Painting; Japan; Edo period (1615–1868); Matted painting; ink and color on silk; 8 x 8 in. (20.3 x 20.3 cm); 17th century; Asian Art; Unknown is a Edo period (1615–1868) Painting by the Japan artist Tosa School. This piece, part of the Asian Art collection, is crafted using Matted painting; ink and color on silk. Measuring 8 x 8 in. (20.3 x 20.3 cm), the work is classified as Paintings and was created in 17th century."
74869,Unknown,Unknown,CC0-1.0,Paintings,Asian Art,,"Folio; India (Bengal) or Bangladesh; Pala period; Opaque watercolor on palm leaf; 2 1/4 x 22 1/2 in. (5.7 x 57 cm); ca. 1090; Asian Art; Unknown is a Pala period Folio by the India (Bengal) or Bangladesh artist.This piece, part of the Asian Art collection, is crafted using Opaque watercolor on palm leaf. Measuring 2 1/4 x 22 1/2 in. (5.7 x 57 cm)



, the work is classified as Paintings and was created in ca. 1090."
37816,Unknown,Unknown,CC0-1.0,Paintings,Asian Art,,"Tangka; Tibet; Unknown; Distemper and gold on cloth; Image: 31 x 26 1/4 in. (78.7 x 66.7 cm)
Mount: 49 1/2 x 28 in. (125.7 x 71.1 cm); 16th century; Asian Art; Unknown is a Unknown Tangka by the Tibet artist.This piece, part of the Asian Art collection, is crafted using Distemper and gold on cloth. Measuring Image: 31 x 26 1/4 in. (78.7 x 66.7 cm)
Mount: 49 1/2 x 28 in. (125.7 x 71.1 cm), the work is classified as Paintings and was created in 16th century."
48891,Unknown,Teisai Hokuba,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; Japan; Edo period (1615–1868); Hanging scroll; ink and color, and gold on silk; 29 x 10 3/4 in. (73.7 x 27.3 cm); 18th century; Asian Art; Unknown is a Edo period (1615–1868) Hanging scroll by the Japan artist Teisai Hokuba. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color, and gold on silk. Measuring 29 x 10 3/4 in. (73.7 x 27.3 cm), the work is classified as Paintings and was created in 18th century."
37949,Unknown,Manaku,CC0-1.0,Paintings,Asian Art,,"Drawing; India, Punjab Hills, kingdom of Guler; Unknown; Ink on paper; 24 1/2 x 32 5/8 in. (62.2 x 82.9 cm); ca. 1725; Asian Art; Unknown is a Unknown Drawing by the India, Punjab Hills, kingdom of Guler artist Manaku. This piece, part of the Asian Art collection, is crafted using Ink on paper. Measuring 24 1/2 x 32 5/8 in. (62.2 x 82.9 cm), the work is classified as Paintings and was created in ca. 1725."
45381,Unknown,Kaigetsudō Dohan,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; Japan; Edo period (1615–1868); Hanging scroll; ink and color on paper; Image: 32 3/16 x 13 3/16 in. (81.8 x 33.5 cm)
Overall with mounting: 64 3/8 x 20 1/8 in. (163.5 x 51.1 cm); 18th century; Asian Art; Unknown is a Edo period (1615–1868) Hanging scroll by the Japan artist Kaigetsudō Dohan. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on paper
. Measuring Image: 32 3/16 x 13 3/16 in. (81.8 x 33.5 cm)
Overall with mounting: 64 3/8 x 20 1/8 in. (163.5 x 51.1 cm), the work is classified as Paintings and was created in 18th century."
50167,明　杜堇　陶淵明賞菊圖　軸|Tao Yuanming enjoying chrysanthemums,Du Jin,CC0-1.0,Paintings,Asian Art,,"Hanging scrolls; China; Ming dynasty (1368–1644); Hanging scrolls; ink and color on paper; Image: 58 1/4 x 14 3/16 in. (148 x 36 cm)
Overall with mounting: 105 1/4 x 21 3/16 in. (267.3 x 53.8 cm)
Overall with knobs: 105 1/4 x 24 1/2 in. (267.3 x 62.2 cm); Unknown; Asian Art; 明　杜堇　陶淵明賞菊圖　軸|Tao Yuanming enjoying chrysanthemums is a Ming dynasty (1368–1644) Hanging scrolls by the China artist Du Jin. This piece, part of the Asian Art collection, is crafted using Hanging scrolls; ink and color on paper. Measuring Image: 58 1/4 x 14 3/16 in. (148 x 36 cm)
Overall with mounting: 105 1/4 x 21 3/16 in. (267.3 x 53.8 cm)
Overall with knobs: 105 1/4 x 24 1/2 in. (267.3 x 62.2 cm), the work is classified as Paintings ."
37827,Unknown,Unknown,CC0-1.0,Paintings,Asian Art,,"Tangka; Tibet; Unknown; Distemper on cloth; Overall: 43 5/16 x 32 1/4 in. (110 x 81.9 cm)
Sight: 31 13/16 x 20 11/16 in. (80.8 x 52.5 cm); late 18th century; Asian Art; Unknown is a Unknown Tangka by the Tibet artist.This piece, part of the Asian Art collection, is crafted using Distemper on cloth. Measuring Overall: 43 5/16 x 32 1/4 in. (110 x 81.9 cm)
Sight: 31 13/16 x 20 11/16 in. (80.8 x 52.5 cm), the work is classified as Paintings and was created in late 18th century."
